dish_id,name,"weight [g]"
205,Truskawki,70
205,"Czarne jagody",50
205,Banan,60
205,"Płatki owsiane",10
205,Mleko,250
206,Kiwi,75
206,Jabłko,150
206,"Natka pietruszki",24
206,Koper,24
206,"Olej sezamowy",6
206,Woda,125
207,"Sól biała",2
207,Awokado,35
207,Kukurydza,15
207,"Kasza gryczana",45
207,"Tuńczyk w wodzie",60
208,Pumpernikiel,30
208,"Łosoś wędzony",15
208,Ogórek,20
208,"Papryka czerwona",20
209,"Masło ekstra",5
209,"Sól biała",1
209,Pomidor,20
209,"Chleb żytni razowy",30
209,"Jajko kurze",56
210,"Sól biała",2
210,"Pestki dyni",10
210,Szpinak,25
210,Pomidor,120
210,Czosnek,5
210,Cukinia,150
210,"Makaron dwujajeczny z semoliny",100
210,"Oliwa z oliwek",10
211,"Miód pszczeli",12
211,"Nasiona słonecznika",5
211,Cytryna,40
211,Sałata,25
211,Rzodkiewka,15
211,Brokuły,50
211,"Chleb żytni razowy",30
211,"Tuńczyk w wodzie",150
211,"Oliwa z oliwek",10
212,"Miód pszczeli",12
212,Migdały,15
212,Pomarańcza,100
212,Jabłko,75
212,Cytryna,80
212,Jarmuż,20
213,"Sól biała",2
213,Szczypiorek,20
213,"Seler korzeniowy",120
213,"Natka pietruszki",24
213,"Płatki owsiane",40
213,"Jajko kurze",224
213,"Olej rzepakowy tłoczony na zimno",40
214,Cebula,20
214,"Jogurt naturalny 2%",20
214,"Majonez domowy z olejem rzepakowym",10
214,Szczypiorek,5
214,"Chleb żytni razowy",30
214,"Jajko kurze",56
215,"Oliwa z oliwek",10
215,Musztarda,10
215,"Miód pszczeli",24
215,Cytryna,40
215,Kukurydza,30
215,Sałata,25
215,Pomidor,120
215,Bób,80
215,Ciabatta,80
215,"Sól biała",1
215,"Jajko kurze",63
216,"Oliwa z oliwek",30
216,Pomidor,120
216,"Papryka czerwona",70
216,Czosnek,5
216,Cebula,25
216,Brokuły,250
216,"Ryż biały",50
216,"Mięso z piersi kurczaka",100
216,"Ser Parmezan",8
217,Mango,280
217,"Jogurt naturalny 2%",250
218,"Oliwa z oliwek",10
218,Sezam,10
218,Marchew,90
218,"Chleb żytni razowy",30
219,"Miód pszczeli",24
219,Len,5
219,Jabłko,300
219,"Otręby pszenne",8
219,"Jogurt naturalny 2%",125
220,Woda,50
220,Sezam,5
220,Pomarańcza,200
220,Banan,60
221,"Sok cytrynowy",6
221,Mleko,250
221,"Miód pszczeli",24
221,"Wiórki kokosowe",6
221,Maliny,60
221,"Kasza jaglana",45
222,"Oliwa z oliwek",10
222,Mleko,250
222,Migdały,15
222,Cytryna,40
222,Koper,8
222,Burak,50
222,"Kasza gryczana",52
222,"Sól biała",2
223,"Oliwa z oliwek",20
223,"Pestki dyni",30
223,Szparagi,120
223,Pomidor,120
223,"Natka pietruszki",36
223,Czosnek,5
223,"Sól biała",2
224,Mleko,250
224,Banan,60
224,"Kakao 16%",5
224,"Ryż brązowy",60
224,Migdały,15
225,Szpinak,25
225,Szczypiorek,5
225,Czosnek,5
225,"Masło śmietankowe",15
225,"Polędwica sopocka",60
225,"Jajko kurze",112
225,Mleko,15
226,"Orzechy włoskie",15
226,"Figi, suszone",28
226,"Kasza jaglana",52
226,"Jogurt naturalny 2%",150
227,"Oliwki zielone",15
227,Szpinak,75
227,Pomidor,120
227,Koper,16
227,Cukinia,50
227,"Tuńczyk w wodzie",90
227,"Oliwa z oliwek",10
228,"Sól biała",1
228,"Oliwki zielone",15
228,Kukurydza,15
228,Cukinia,80
228,"Makaron bezjajeczny z semoliny",100
228,"Łosoś wędzony",60
228,"Oliwa z oliwek",10
229,Banan,120
229,"Płatki owsiane",60
229,"Jogurt naturalny 2%",100
230,Pomarańcza,400
231,Pomarańcza,400
231,Banan,120
231,Szpinak,100
231,Cukinia,50
232,"Skrobia ziemniaczana",25
232,"Koncentrat pomidorowy",50
232,Cebula,50
232,"Makaron bezjajeczny z semoliny",50
232,"Mięso z piersi kurczaka",50
232,"Sól biała",2
232,"Oliwa z oliwek",10
233,Szczypiorek,5
233,"Fasola mung, kiełki",15
233,"Chleb żytni razowy",30
233,"Ser twarogowy chudy",50
233,"Oliwa z oliwek",10
234,"Miód pszczeli",24
234,Maliny,120
234,"Jogurt naturalny 2%",100
235,"Chleb żytni razowy",60
235,"Masło ekstra",5
235,"Jajko kurze",112
235,"Sól biała",1
235,Brokuły,100
236,"Miód pszczeli",24
236,"Orzechy włoskie",15
236,Jabłko,300
237,Cytryna,40
237,Por,140
237,Marchew,45
237,"Dorsz świeży",200
237,"Natka pietruszki",12
237,"Olej rzepakowy tłoczony na zimno",20
238,"Sok marchwiowo-bananowo-jabłkowy",250
239,Sałata,25
239,"Papryka zielona",70
239,"Papryka czerwona",70
239,Ogórek,40
239,"Szynka z piersi kurczaka",30
239,"Oliwa z oliwek",10
239,"Jajko kurze",126
240,"Sól biała",4
240,Cukier,30
240,"Orzechy włoskie",45
240,Cytryna,80
240,Awokado,280
240,Szparagi,900
240,Cebula,100
240,"Makaron bezjajeczny z semoliny",400
240,"Masło ekstra",30
240,"Serek homogenizowany",200
241,"Sól biała",4
241,Cukier,20
241,Koper,32
241,Szparagi,600
241,Pomidor,240
241,"Olej słonecznikowy",40
242,Pomidor,180
242,"Natka pietruszki",24
242,Czosnek,10
242,"Sól biała",2
242,"Miód pszczeli",24
242,Cytryna,80
242,Szparagi,240
242,Cebula,70
242,"Łosoś wędzony",60
242,"Kasza jęczmienna, perłowa",200
242,"Oliwa z oliwek",20
243,"Miód pszczeli",24
243,Truskawki,70
243,Maliny,60
243,"Płatki owsiane",60
243,Mleko,250
244,"Sól biała",1
244,Szczypiorek,5
244,"Jajko kurze",56
244,"Oliwa z oliwek",10
244,"Papryka czerwona",70
244,"Chleb bezglutenowy",60
245,Rodzynki,45
245,Jabłko,150
245,Gruszka,130
245,"Płatki owsiane",100
246,Rzodkiewka,15
246,"Chleb żytni razowy",30
246,"Serek homogenizowany",50
246,"Soczewica, kiełki",15
247,Awokado,20
247,Pomidor,20
247,"Chleb żytni razowy",30
248,"Sól biała",1
248,Czosnek,5
248,"Koncentrat pomidorowy",100
248,Cebula,50
248,"Makaron bezjajeczny",100
248,"Tuńczyk w oleju",170
248,"Sok pomidorowy",250
248,"Oliwa z oliwek",10
249,Awokado,40
249,Szczypiorek,5
249,Sałata,5
249,Pomidor,20
249,"Bułka grahamka",65
249,"Mięso z piersi indyka",100
250,"Płatki owsiane",70
250,Kiwi,75
250,"Kakao 16%",10
250,Mleko,250
250,"Miód pszczeli",24
250,"Orzechy włoskie",15
250,"Wiórki kokosowe",6
250,Migdały,15
250,Maliny,60
251,"Kakao 16%",5
251,"Wiórki kokosowe",6
251,Truskawki,35
251,Kiwi,75
251,Banan,120
251,"Płatki owsiane",80
253,"Sól biała",2
253,Cytryna,80
253,"Ziemniaki, średnio",340
253,Czosnek,10
253,"Mąka kukurydziana",20
253,Mleko,250
253,Szpinak,100
253,"Łosoś, świeży",200
253,"Ser, Rokpol pełnotłusty",20
254,Mleko,250
254,Rodzynki,15
254,Banan,120
254,"Płatki żytnie",40
254,"Płatki owsiane",40
255,Banan,60
255,"Jogurt naturalny 2%",100
255,"Mak niebieski",10
255,"Orzechy włoskie",15
255,"Wiórki kokosowe",6
256,"Sól biała",2
256,"Ser, Rokpol pełnotłusty",30
256,"Oliwa z oliwek",10
256,Pieczarka,80
256,Szpinak,100
256,Czosnek,5
256,Cebula,50
256,"Jajko kurze",224
257,"Dżem wiśniowy, niskosłodzony",15
257,"Pieczywo tostowe",27
257,"Ser twarogowy chudy",25
258,"Sok cytrynowy",6
258,"Sól biała",1
258,Awokado,20
258,"Natka pietruszki",6
258,"Bułka owsiana",60
258,"Jajko kurze",63
259,"Jajko kurze",112
259,Pomidor,120
259,"Sól biała",1
259,Cukinia,150
259,"Masło ekstra",5
260,"Sól biała",1
260,"Ogórek kwaszony",60
260,Szczypiorek,5
260,"Chleb graham",60
260,"Makrela, wędzona",62
260,"Ser twarogowy",50
261,Mleko,250
261,Pomarańcza,200
261,Mango,280
261,Jabłko,150
261,Banan,120
264,"Oliwa z oliwek",20
264,"Sól biała",2
264,Cytryna,40
264,"Kapusta kwaszona",110
264,"Natka pietruszki",6
264,Koper,8
264,"Ryż brązowy",60
264,"Masło śmietankowe",8
264,"Mintaj, świeży",100
265,"Miód pszczeli",12
265,Pomarańcza,200
265,Banan,60
265,Szpinak,50
266,Szczypiorek,5
266,"Sól biała",1
266,Pomidor,120
266,"Serek wiejski",150
267,Mleko,250
267,"Miód pszczeli",12
267,"Czarne jagody",60
267,"Płatki owsiane",30
268,Awokado,20
268,"Fasola mung, kiełki",15
268,"Jogurt naturalny 2%",20
268,Szczypiorek,5
268,Rzodkiewka,15
268,"Chleb graham",30
268,"Szynka z piersi kurczaka",15
269,"Majonez domowy z olejem rzepakowym",5
269,"Ogórek kwaszony",60
269,Szczypiorek,5
269,Cebula,10
269,"Olej rzepakowy",5
269,"Makrela, wędzona",50
269,"Śmietana 18%",25
269,"Chleb żytni pełnoziarnisty",30
269,"Sól biała",1
269,"Jajko kurze",63
270,"Sól biała",1
270,Awokado,20
270,"Soczewica, kiełki",15
270,Ogórek,20
270,"Chleb żytni razowy",30
270,"Masło ekstra",5
270,"Jajko kurze",63
271,"Chleb żytni pełnoziarnisty",60
271,"Oliwa z oliwek",10
271,"Sól biała",1
271,Pomidor,120
271,Czosnek,5
272,"Chleb żytni pełnoziarnisty",30
272,"Majonez domowy z olejem rzepakowym",5
272,Awokado,50
272,Koper,16
272,Czosnek,3
272,"Łosoś wędzony",30
272,"Śmietana 18%",13
272,"Sok cytrynowy",3
273,"Bułka pszenna",80
273,Awokado,10
273,"Sól biała",1
273,"Miód pszczeli",12
273,Sezam,10
273,Rzodkiewka,15
273,Czosnek,2
273,"Masło ekstra",5
274,Awokado,20
274,Rzodkiewka,15
274,"Natka pietruszki",6
274,"Chleb żytni razowy",30
274,"Oliwa z oliwek",10
274,"Sól biała",1
274,Szpinak,25
274,Musztarda,5
274,"Sok cytrynowy",3
274,"Jajko kurze",63
275,"Orzechy włoskie",15
275,Gruszka,33
275,"Tuńczyk w oleju",85
275,"Oliwa z oliwek",5
275,"Chleb pszenny",30
276,"Sól biała",1
276,Truskawki,70
276,Szpinak,50
276,Cebula,50
276,"Oliwa z oliwek",10
277,Pumpernikiel,30
277,"Powidła śliwkowe",30
278,Sałata,5
278,Pomidor,20
278,"Papryka czerwona",20
278,"Bułka grahamka",65
278,"Ser Gouda",15
278,"Masło ekstra",5
278,Ogórek,20
279,Truskawki,35
279,"Serek wiejski",100
280,Pomarańcza,100
280,Mango,280
280,Cytryna,40
280,Marchew,90
281,"Sól biała",1
281,Sałata,5
281,"Ser twarogowy chudy",50
281,Szczypiorek,5
281,"Papryka czerwona",20
281,Ogórek,20
281,"Chleb żytni razowy",30
282,"Sól biała",2
282,Awokado,140
282,"Łosoś wędzony",60
282,"Jajko kurze",112
283,"Kasza jaglana",104
283,"Miód pszczeli",24
283,"Orzechy włoskie",30
283,Mleko,250
284,"Sól biała",1
284,Rzodkiewka,15
284,"Chleb żytni pełnoziarnisty",30
284,"Ser twarogowy chudy",50
284,"Soja, kiełki",15
284,"Jogurt naturalny 2%",20
285,"Jogurt naturalny 2%",200
285,"Sól biała",2
285,Szczypiorek,20
285,Rzodkiewka,180
285,"Olej rzepakowy uniwersalny",40
286,Migdały,15
286,Rodzynki,15
286,Jabłko,150
286,"Płatki owsiane",20
286,Mleko,200
287,"Maliny, mrożone",120
287,"Orzechy włoskie",15
287,"Płatki jęczmienne",10
287,Maślanka,250
288,"Maliny, mrożone",120
288,"Miód pszczeli",24
288,"Wiórki kokosowe",6
288,Maślanka,250
289,"Kasza gryczana",60
289,"Sól biała",1
289,"Natka pietruszki",6
289,Cytryna,40
289,Czosnek,5
289,Brokuły,100
289,"Łosoś, świeży",100
290,"Soczewica, kiełki",30
290,Cytryna,40
290,"Oliwa z oliwek",20
290,Awokado,70
290,Szpinak,50
290,Pomidor,120
290,"Chleb żytni razowy",30
290,"Mięso z piersi kurczaka",100
291,"Ogórek kwaszony",120
291,Sałata,25
291,Pomidor,120
291,"Otręby pszenne",8
291,"Oliwa z oliwek",10
291,"Jajko kurze",63
292,"Orzechy włoskie",15
292,"Oliwa z oliwek",10
292,"Sól biała",1
292,"Papryka czerwona",70
292,Ogórek,40
292,Jarmuż,60
292,"Płatki jęczmienne",20
293,"Orzechy pistacjowe",9
293,"Kasza jęczmienna",60
293,"Sól biała",1
293,Pomarańcza,100
293,Cytryna,80
293,Szpinak,100
293,"Natka pietruszki",12
293,Czosnek,5
293,"Olej rzepakowy uniwersalny",20
293,"Halibut biały, świeży",100
294,"Orzechy włoskie",30
294,"Natka pietruszki",6
294,"Makaron bezjajeczny",100
294,"Masło ekstra",5
294,"Sól biała",2
294,Por,70
294,"Papryka czerwona",70
294,Marchew,45
294,Brokuły,125
295,"Masło ekstra",5
295,"Kasza jęczmienna",90
295,Cytryna,80
295,Czosnek,10
295,Cukinia,300
295,Cebula,100
295,Bób,240
295,"Ser Parmezan",16
295,"Sól biała",2
295,Woda,200
296,Pomarańcza,200
296,Jabłko,75
296,Cytryna,40
296,Banan,60
297,"Sól biała",3
297,"Sok cytrynowy",18
297,"Skrobia ziemniaczana",25
297,"Natka pietruszki",24
297,Marchew,45
297,"Olej rzepakowy uniwersalny",30
297,"Jogurt naturalny 2%",60
297,"Ziemniaki, średnio",255
297,Por,140
297,"Łosoś, świeży",300
297,Woda,500
297,"Pieprz czarny mielony",3
298,Szczypiorek,10
298,"Masło ekstra",5
298,"Sól biała",1
298,"Szynka z indyka",45
298,"Jajko kurze",112
298,"Ser Salami",60
299,"Masło ekstra",5
299,"Sól biała",1
299,"Jajko kurze",168
299,Szpinak,50
299,Czosnek,15
299,"Sok pomidorowy",250
300,Jabłko,300
300,Gruszka,260
300,Brokuły,100
300,Jarmuż,200
301,"Wiórki kokosowe",6
301,"Czekolada gorzka",6
301,Truskawki,70
301,"Płatki owsiane",30
301,"Serek wiejski",100
302,"Wiórki kokosowe",6
302,"Czekolada gorzka",6
302,Banan,120
302,"Płatki owsiane",40
302,"Serek wiejski",100
303,"Wiórki kokosowe",6
303,"Czekolada gorzka",6
303,Maliny,60
303,"Płatki owsiane",40
303,"Serek wiejski",100
304,"Sok jabłkowy",250
304,Sezam,10
304,Migdały,15
304,Banan,60
304,Truskawki,70
304,"Płatki owsiane",70
305,"Kakao 16%",10
305,Rodzynki,15
305,Mleko,250
305,Banan,120
305,"Płatki owsiane",40
305,"Kawa, napar bez cukru",125
306,"Miód pszczeli",24
306,"Orzechy laskowe",30
306,"Masło śmietankowe",15
306,Mleko,250
306,"Daktyle suszone",5
306,Gruszka,130
306,"Płatki owsiane",50
307,Migdały,15
307,Rodzynki,15
307,"Sól biała",1
307,Maliny,60
307,Jabłko,150
